task_id,action_type,agent_confidence,user_past_accept_rate,action_reversibility,deviation_from_routine,accept_label,_generating_rule
style_synth_00329,pay_bill,0.322,0.63,0.251,0.359,1,risky_irreversible_low_conf
style_synth_00330,send_reminder,0.607,0.717,0.199,0.287,0,risky_irreversible_low_conf
style_synth_00331,reorganize_files,0.907,0.742,0.455,0.183,1,high_trust_high_conf
style_synth_00332,pay_bill,0.629,0.413,0.22,0.134,0,risky_irreversible_low_conf
style_synth_00333,send_reminder,0.539,0.701,0.736,0.159,0,low_confidence_default_reject
style_synth_00334,pay_bill,0.869,0.619,0.697,0.198,1,confident_default_accept
style_synth_00335,reorganize_files,0.876,0.304,0.024,0.159,1,confident_default_accept
style_synth_00336,draft_message,0.993,0.514,0.753,0.37,1,confident_default_accept
style_synth_00337,send_reminder,0.962,0.817,0.619,0.212,1,high_trust_high_conf
style_synth_00338,pay_bill,0.554,0.456,0.753,0.274,0,low_confidence_default_reject
style_synth_00339,schedule_event,0.513,0.312,0.292,0.171,0,risky_irreversible_low_conf
style_synth_00340,schedule_event,0.856,0.695,0.112,0.186,0,confident_default_accept
style_synth_00341,reorganize_files,0.603,0.528,0.646,0.166,0,low_confidence_default_reject
style_synth_00342,draft_message,0.814,0.557,0.148,0.167,0,risky_irreversible_low_conf
style_synth_00343,pay_bill,0.898,0.49,0.184,0.374,1,confident_default_accept
style_synth_00344,send_reminder,0.94,0.522,0.896,0.639,0,confident_default_accept
style_synth_00345,send_reminder,0.805,0.6,0.767,0.09,1,confident_default_accept
style_synth_00346,send_reminder,0.63,0.356,0.428,0.229,0,low_confidence_default_reject
style_synth_00347,reorganize_files,0.802,0.554,0.836,0.399,1,confident_default_accept
style_synth_00348,draft_message,0.561,0.439,0.137,0.137,0,risky_irreversible_low_conf
style_synth_00349,send_reminder,0.674,0.565,0.245,0.081,0,risky_irreversible_low_conf
style_synth_00350,draft_message,0.65,0.825,0.878,0.16,0,low_confidence_default_reject
style_synth_00351,draft_message,0.4,0.315,0.167,0.129,0,risky_irreversible_low_conf
style_synth_00352,draft_message,0.532,0.736,0.188,0.491,0,risky_irreversible_low_conf
style_synth_00353,schedule_event,0.878,0.168,0.442,0.326,0,low_trust_user
style_synth_00354,pay_bill,0.949,0.845,0.593,0.511,0,high_trust_high_conf
style_synth_00355,schedule_event,0.893,0.681,0.942,0.1,1,confident_default_accept
style_synth_00356,schedule_event,0.795,0.392,0.475,0.338,1,confident_default_accept
style_synth_00357,reorganize_files,0.737,0.489,0.361,0.347,1,confident_default_accept
style_synth_00358,reorganize_files,0.716,0.343,0.179,0.085,0,risky_irreversible_low_conf
style_synth_00359,reorganize_files,0.642,0.576,0.844,0.261,0,low_confidence_default_reject
style_synth_00360,send_reminder,0.559,0.222,0.511,0.219,0,low_trust_user
style_synth_00361,pay_bill,0.238,0.695,0.76,0.373,0,low_confidence_default_reject
style_synth_00362,reorganize_files,0.782,0.869,0.915,0.265,0,high_trust_high_conf
style_synth_00363,send_reminder,0.785,0.498,0.554,0.287,0,confident_default_accept
style_synth_00364,draft_message,0.653,0.87,0.357,0.289,0,low_confidence_default_reject
style_synth_00365,schedule_event,0.906,0.577,0.47,0.039,1,confident_default_accept
style_synth_00366,reorganize_files,0.64,0.628,0.436,0.204,0,low_confidence_default_reject
style_synth_00367,draft_message,0.6,0.516,0.592,0.179,0,low_confidence_default_reject
style_synth_00368,schedule_event,0.577,0.628,0.453,0.021,0,low_confidence_default_reject
style_synth_00369,reorganize_files,0.437,0.854,0.24,0.298,0,risky_irreversible_low_conf
style_synth_00370,schedule_event,0.843,0.547,0.15,0.063,0,risky_irreversible_low_conf
style_synth_00371,reorganize_files,0.889,0.4,0.853,0.086,1,confident_default_accept
style_synth_00372,reorganize_files,0.664,0.461,0.664,0.318,0,low_confidence_default_reject
style_synth_00373,send_reminder,0.662,0.656,0.144,0.151,0,risky_irreversible_low_conf
style_synth_00374,reorganize_files,0.896,0.663,0.145,0.331,1,confident_default_accept
style_synth_00375,schedule_event,0.794,0.768,0.393,0.135,1,high_trust_high_conf
style_synth_00376,reorganize_files,0.601,0.159,0.471,0.193,0,low_trust_user
style_synth_00377,pay_bill,0.825,0.717,0.052,0.39,0,risky_irreversible_low_conf
style_synth_00378,schedule_event,0.424,0.587,0.939,0.4,0,low_confidence_default_reject
style_synth_00379,draft_message,0.829,0.433,0.647,0.289,1,confident_default_accept
style_synth_00380,reorganize_files,0.71,0.306,0.494,0.07,1,confident_default_accept
style_synth_00381,reorganize_files,0.822,0.821,0.792,0.072,1,high_trust_high_conf
style_synth_00382,send_reminder,0.832,0.547,0.256,0.111,0,risky_irreversible_low_conf
style_synth_00383,send_reminder,0.986,0.446,0.892,0.099,1,confident_default_accept
style_synth_00384,reorganize_files,0.554,0.594,0.835,0.505,0,low_confidence_default_reject
style_synth_00385,draft_message,0.867,0.544,0.637,0.474,1,confident_default_accept
style_synth_00386,pay_bill,0.954,0.654,0.867,0.18,1,confident_default_accept
style_synth_00387,send_reminder,0.975,0.554,0.094,0.239,1,confident_default_accept
style_synth_00388,draft_message,0.361,0.443,0.957,0.559,0,low_confidence_default_reject
style_synth_00389,schedule_event,0.737,0.341,0.021,0.174,0,risky_irreversible_low_conf
style_synth_00390,pay_bill,0.601,0.696,0.832,0.172,0,low_confidence_default_reject
style_synth_00391,reorganize_files,0.612,0.614,0.676,0.317,0,low_confidence_default_reject
style_synth_00392,schedule_event,0.278,0.844,0.425,0.09,0,low_confidence_default_reject
style_synth_00393,schedule_event,0.626,0.222,0.724,0.323,0,low_trust_user
style_synth_00394,pay_bill,0.515,0.668,0.46,0.183,0,low_confidence_default_reject
style_synth_00395,send_reminder,0.565,0.86,0.859,0.131,0,low_confidence_default_reject
style_synth_00396,send_reminder,0.627,0.237,0.201,0.282,0,risky_irreversible_low_conf
style_synth_00397,reorganize_files,0.757,0.526,0.679,0.411,1,confident_default_accept
style_synth_00398,draft_message,0.654,0.322,0.436,0.139,0,low_confidence_default_reject
style_synth_00399,send_reminder,0.664,0.409,0.796,0.43,0,low_confidence_default_reject
style_synth_00400,reorganize_files,0.508,0.63,0.047,0.046,0,risky_irreversible_low_conf
style_synth_00401,send_reminder,0.878,0.539,0.878,0.146,1,confident_default_accept
style_synth_00402,schedule_event,0.887,0.865,0.63,0.678,0,novel_action_distrust
style_synth_00403,send_reminder,0.869,0.278,0.287,0.106,0,low_trust_user
style_synth_00404,pay_bill,0.628,0.727,0.852,0.802,0,novel_action_distrust
style_synth_00405,schedule_event,0.497,0.497,0.98,0.31,0,low_confidence_default_reject
style_synth_00406,draft_message,0.674,0.519,0.888,0.571,1,low_confidence_default_reject
style_synth_00407,draft_message,0.662,0.646,0.023,0.223,0,risky_irreversible_low_conf
style_synth_00408,schedule_event,0.567,0.676,0.582,0.351,0,low_confidence_default_reject
style_synth_00409,draft_message,0.52,0.756,0.582,0.215,0,low_confidence_default_reject
style_synth_00410,reorganize_files,0.58,0.648,0.997,0.312,0,low_confidence_default_reject
style_synth_00411,send_reminder,0.798,0.334,0.369,0.227,1,confident_default_accept
style_synth_00412,draft_message,0.842,0.631,0.183,0.553,0,risky_irreversible_low_conf
style_synth_00413,reorganize_files,0.846,0.609,0.45,0.312,1,confident_default_accept
style_synth_00414,reorganize_files,0.759,0.728,0.166,0.031,0,risky_irreversible_low_conf
style_synth_00415,send_reminder,0.507,0.922,0.532,0.096,0,low_confidence_default_reject
style_synth_00416,send_reminder,0.944,0.275,0.317,0.311,0,low_trust_user
style_synth_00417,draft_message,0.949,0.525,0.142,0.062,1,confident_default_accept
style_synth_00418,send_reminder,0.912,0.578,0.886,0.15,1,confident_default_accept
style_synth_00419,pay_bill,0.883,0.501,0.782,0.205,1,confident_default_accept
style_synth_00420,schedule_event,0.638,0.787,0.07,0.058,0,risky_irreversible_low_conf
style_synth_00421,reorganize_files,0.418,0.562,0.959,0.33,0,low_confidence_default_reject
style_synth_00422,schedule_event,0.865,0.633,0.649,0.442,1,confident_default_accept
style_synth_00423,send_reminder,0.508,0.251,0.358,0.122,0,low_trust_user
style_synth_00424,reorganize_files,0.892,0.716,0.672,0.311,1,high_trust_high_conf
style_synth_00425,send_reminder,0.719,0.645,0.65,0.114,0,confident_default_accept
style_synth_00426,pay_bill,0.46,0.317,0.99,0.065,0,low_confidence_default_reject
style_synth_00427,draft_message,0.874,0.646,0.25,0.128,1,confident_default_accept
style_synth_00428,pay_bill,0.686,0.711,0.848,0.102,1,low_confidence_default_reject
style_synth_00429,schedule_event,0.782,0.629,0.011,0.135,0,risky_irreversible_low_conf
style_synth_00430,schedule_event,0.843,0.575,0.256,0.264,0,risky_irreversible_low_conf
style_synth_00431,schedule_event,0.561,0.498,0.47,0.291,0,low_confidence_default_reject
style_synth_00432,send_reminder,0.912,0.81,0.695,0.229,1,high_trust_high_conf
style_synth_00433,schedule_event,0.641,0.567,0.815,0.511,1,low_confidence_default_reject
style_synth_00434,schedule_event,0.742,0.417,0.719,0.312,1,confident_default_accept
style_synth_00435,schedule_event,0.48,0.467,0.809,0.144,0,low_confidence_default_reject
style_synth_00436,schedule_event,0.793,0.663,0.636,0.396,1,confident_default_accept
style_synth_00437,draft_message,0.911,0.808,0.751,0.361,1,high_trust_high_conf
style_synth_00438,draft_message,0.682,0.801,0.452,0.183,0,low_confidence_default_reject
style_synth_00439,draft_message,0.48,0.849,0.336,0.3,0,low_confidence_default_reject
style_synth_00440,schedule_event,0.516,0.344,0.786,0.186,0,low_confidence_default_reject
style_synth_00441,draft_message,0.816,0.751,0.282,0.097,0,risky_irreversible_low_conf
style_synth_00442,schedule_event,0.754,0.662,0.758,0.308,1,confident_default_accept
style_synth_00443,reorganize_files,0.584,0.439,0.34,0.274,0,low_confidence_default_reject
style_synth_00444,draft_message,0.952,0.83,0.914,0.358,0,high_trust_high_conf
style_synth_00445,reorganize_files,0.567,0.731,0.489,0.203,1,low_confidence_default_reject
style_synth_00446,schedule_event,0.76,0.726,0.743,0.326,1,high_trust_high_conf
style_synth_00447,reorganize_files,0.695,0.778,0.446,0.586,0,low_confidence_default_reject
style_synth_00448,reorganize_files,0.566,0.73,0.81,0.073,0,low_confidence_default_reject
style_synth_00449,pay_bill,0.689,0.71,0.504,0.588,1,low_confidence_default_reject
style_synth_00450,schedule_event,0.363,0.707,0.115,0.642,0,risky_irreversible_low_conf
style_synth_00451,reorganize_files,0.694,0.4,0.153,0.465,0,risky_irreversible_low_conf
style_synth_00452,schedule_event,0.755,0.915,0.767,0.185,1,high_trust_high_conf
style_synth_00453,pay_bill,0.557,0.654,0.625,0.408,1,low_confidence_default_reject
style_synth_00454,draft_message,0.74,0.328,0.5,0.44,1,confident_default_accept
style_synth_00455,draft_message,0.666,0.698,0.482,0.194,0,low_confidence_default_reject
style_synth_00456,pay_bill,0.832,0.664,0.202,0.305,0,risky_irreversible_low_conf
style_synth_00457,reorganize_files,0.86,0.756,0.847,0.202,1,high_trust_high_conf
style_synth_00458,pay_bill,0.891,0.521,0.492,0.109,1,confident_default_accept
style_synth_00459,send_reminder,0.635,0.588,0.448,0.485,0,low_confidence_default_reject
style_synth_00460,reorganize_files,0.829,0.634,0.727,0.188,1,confident_default_accept
style_synth_00461,schedule_event,0.818,0.097,0.405,0.188,0,low_trust_user
style_synth_00462,send_reminder,0.351,0.736,0.635,0.255,0,low_confidence_default_reject
style_synth_00463,reorganize_files,0.377,0.744,0.681,0.481,0,low_confidence_default_reject
style_synth_00464,reorganize_files,0.835,0.42,0.308,0.19,1,confident_default_accept
style_synth_00465,draft_message,0.898,0.664,0.418,0.266,1,confident_default_accept
style_synth_00466,pay_bill,0.886,0.62,0.868,0.157,1,confident_default_accept
style_synth_00467,send_reminder,0.752,0.875,0.792,0.233,1,high_trust_high_conf
style_synth_00468,draft_message,0.736,0.74,0.698,0.563,1,high_trust_high_conf
style_synth_00469,draft_message,0.524,0.947,0.942,0.12,0,low_confidence_default_reject
style_synth_00470,reorganize_files,0.48,0.44,0.1,0.184,0,risky_irreversible_low_conf
style_synth_00471,send_reminder,0.757,0.541,0.17,0.272,0,risky_irreversible_low_conf
style_synth_00472,reorganize_files,0.872,0.316,0.932,0.395,1,confident_default_accept
style_synth_00473,reorganize_files,0.86,0.561,0.188,0.134,1,confident_default_accept
style_synth_00474,send_reminder,0.783,0.65,0.395,0.441,1,confident_default_accept
style_synth_00475,reorganize_files,0.846,0.919,0.502,0.263,1,high_trust_high_conf
style_synth_00476,pay_bill,0.769,0.649,0.81,0.18,1,confident_default_accept
style_synth_00477,draft_message,0.764,0.435,0.701,0.364,1,confident_default_accept
style_synth_00478,schedule_event,0.831,0.498,0.218,0.782,0,risky_irreversible_low_conf
style_synth_00479,pay_bill,0.578,0.325,0.117,0.312,0,risky_irreversible_low_conf
style_synth_00480,pay_bill,0.457,0.375,0.778,0.617,0,novel_action_distrust
style_synth_00481,schedule_event,0.476,0.367,0.593,0.186,0,low_confidence_default_reject
style_synth_00482,draft_message,0.472,0.692,0.714,0.4,0,low_confidence_default_reject
style_synth_00483,draft_message,0.739,0.866,0.506,0.243,0,high_trust_high_conf
style_synth_00484,draft_message,0.457,0.317,0.606,0.247,1,low_confidence_default_reject
style_synth_00485,pay_bill,0.799,0.666,0.382,0.1,1,confident_default_accept
style_synth_00486,schedule_event,0.685,0.589,0.164,0.543,0,risky_irreversible_low_conf
style_synth_00487,reorganize_files,0.589,0.536,0.379,0.163,0,low_confidence_default_reject
style_synth_00488,reorganize_files,0.5,0.777,0.752,0.115,0,low_confidence_default_reject
style_synth_00489,reorganize_files,0.973,0.467,0.053,0.343,1,confident_default_accept
style_synth_00490,reorganize_files,0.407,0.324,0.858,0.365,0,low_confidence_default_reject
style_synth_00491,pay_bill,0.824,0.488,0.125,0.036,0,risky_irreversible_low_conf
style_synth_00492,send_reminder,0.785,0.819,0.353,0.111,1,high_trust_high_conf
style_synth_00493,pay_bill,0.816,0.139,0.929,0.403,1,low_trust_user
style_synth_00494,schedule_event,0.805,0.562,0.124,0.238,0,risky_irreversible_low_conf
style_synth_00495,draft_message,0.656,0.329,0.111,0.207,1,risky_irreversible_low_conf
style_synth_00496,pay_bill,0.871,0.52,0.4,0.572,0,confident_default_accept
style_synth_00497,pay_bill,0.528,0.247,0.429,0.463,0,low_trust_user
style_synth_00498,draft_message,0.672,0.39,0.229,0.421,0,risky_irreversible_low_conf
style_synth_00499,draft_message,0.873,0.636,0.364,0.144,1,confident_default_accept
style_synth_00500,draft_message,0.678,0.664,0.361,0.496,0,low_confidence_default_reject
style_synth_00501,reorganize_files,0.457,0.14,0.193,0.318,0,risky_irreversible_low_conf
style_synth_00502,send_reminder,0.743,0.74,0.911,0.238,1,high_trust_high_conf
style_synth_00503,pay_bill,0.9,0.438,0.513,0.085,1,confident_default_accept
style_synth_00504,send_reminder,0.824,0.502,0.708,0.392,1,confident_default_accept
style_synth_00505,pay_bill,0.734,0.707,0.99,0.132,1,high_trust_high_conf
style_synth_00506,draft_message,0.501,0.617,0.816,0.376,0,low_confidence_default_reject
style_synth_00507,send_reminder,0.709,0.663,0.73,0.261,1,confident_default_accept
style_synth_00508,pay_bill,0.464,0.381,0.072,0.168,0,risky_irreversible_low_conf
style_synth_00509,send_reminder,0.324,0.507,0.6,0.344,0,low_confidence_default_reject
style_synth_00510,pay_bill,0.735,0.784,0.627,0.21,1,high_trust_high_conf
style_synth_00511,reorganize_files,0.921,0.544,0.385,0.72,1,confident_default_accept
style_synth_00512,schedule_event,0.603,0.486,0.425,0.35,0,low_confidence_default_reject
style_synth_00513,schedule_event,0.915,0.755,0.727,0.214,1,high_trust_high_conf
style_synth_00514,reorganize_files,0.734,0.436,0.419,0.276,1,confident_default_accept
style_synth_00515,send_reminder,0.623,0.515,0.851,0.35,0,low_confidence_default_reject
style_synth_00516,draft_message,0.926,0.754,0.962,0.687,1,high_trust_high_conf
style_synth_00517,schedule_event,0.549,0.519,0.569,0.105,0,low_confidence_default_reject
style_synth_00518,reorganize_files,0.71,0.472,0.948,0.338,1,confident_default_accept
style_synth_00519,pay_bill,0.828,0.337,0.842,0.552,1,confident_default_accept
style_synth_00520,pay_bill,0.536,0.252,0.24,0.197,0,risky_irreversible_low_conf
style_synth_00521,schedule_event,0.94,0.562,0.752,0.345,1,confident_default_accept
style_synth_00522,send_reminder,0.766,0.706,0.885,0.052,1,high_trust_high_conf
style_synth_00523,pay_bill,0.744,0.388,0.239,0.044,0,risky_irreversible_low_conf
style_synth_00524,schedule_event,0.862,0.394,0.711,0.283,1,confident_default_accept
style_synth_00525,send_reminder,0.806,0.641,0.625,0.222,1,confident_default_accept
style_synth_00526,schedule_event,0.616,0.688,0.462,0.081,0,low_confidence_default_reject
style_synth_00527,schedule_event,0.638,0.286,0.741,0.104,0,low_trust_user
style_synth_00528,pay_bill,0.606,0.812,0.953,0.341,1,low_confidence_default_reject
style_synth_00529,reorganize_files,0.555,0.614,0.895,0.311,0,low_confidence_default_reject
style_synth_00530,reorganize_files,0.863,0.565,0.783,0.285,1,confident_default_accept
style_synth_00531,draft_message,0.487,0.534,0.943,0.482,1,low_confidence_default_reject
style_synth_00532,pay_bill,0.851,0.875,0.016,0.491,1,high_trust_high_conf
style_synth_00533,draft_message,0.851,0.52,0.68,0.182,1,confident_default_accept
style_synth_00534,schedule_event,0.791,0.844,0.581,0.059,1,high_trust_high_conf
style_synth_00535,reorganize_files,0.367,0.64,0.94,0.539,0,low_confidence_default_reject
style_synth_00536,reorganize_files,0.223,0.801,0.43,0.28,1,low_confidence_default_reject
